,reals_0,reals_1,reals_2,reals_3,reals_4,reals_5,reals_6,reals_7,reals_8,reals_9,reals_10,reals_11,reals_12,reals_13,reals_14,reals_15,reals_16,reals_17,reals_18,reals_19,reals_20,reals_21,reals_22,reals_23,reals_24,reals_25,reals_26,reals_27,reals_28,reals_29,reals_30,reals_31,reals_32,reals_33,reals_34,reals_35,reals_36,reals_37,reals_38,reals_39,reals_40,reals_41,reals_42,reals_43,reals_44,reals_45,reals_46,reals_47,reals_48,reals_49,reals_50,reals_51,reals_52,reals_53,reals_54,reals_55,reals_56,reals_57,reals_58,reals_59,reals_60,reals_61,reals_62,reals_63,imags_0,imags_1,imags_2,imags_3,imags_4,imags_5,imags_6,imags_7,imags_8,imags_9,imags_10,imags_11,imags_12,imags_13,imags_14,imags_15,imags_16,imags_17,imags_18,imags_19,imags_20,imags_21,imags_22,imags_23,imags_24,imags_25,imags_26,imags_27,imags_28,imags_29,imags_30,imags_31,imags_32,imags_33,imags_34,imags_35,imags_36,imags_37,imags_38,imags_39,imags_40,imags_41,imags_42,imags_43,imags_44,imags_45,imags_46,imags_47,imags_48,imags_49,imags_50,imags_51,imags_52,imags_53,imags_54,imags_55,imags_56,imags_57,imags_58,imags_59,imags_60,imags_61,imags_62,imags_63
0,1.0,0.999743779168341,0.9989754571531831,0.9976960545522019,0.9959072695586032,0.9936114737672854,0.9908117063244999,0.9875116664419349,0.9837157043019669,0.979428810386522,0.9746566032675594,0.969405315902572,0.9636817804837043,0.95749341189409,0.9508481898297491,0.9437546396499052,0.9362218120227999,0.9282592614380283,0.9198770236600493,0.9110855922008311,0.9018958938925742,0.8923192636440757,0.8823674184665805,0.8720524308568681,0.8613867016268619,0.8503829322702209,0.8390540969571479,0.8274134142490653,0.8154743186248397,0.8032504319098869,0.7907555346987846,0.7780035378609307,0.7650084542173619,0.7517843704750609,0.7383454195029673,0.7247057530314673,0.7108795148543959,0.6968808146095408,0.6827237022103254,0.6684221429977762,0.6539899936780671,0.6394409791068998,0.6247886699777582,0.6100464614666649,0.59522755288151,0.5803449283593362,0.5654113386501661,0.5504392840210778,0.535440998309291,0.5204284341480534,0.5054132493841217,0.490406794700656,0.47542010245439587,0.460463876731098,0.4455484846184057,0.43068394869060367,0.4158799406951235,0.4011457764262125,0.3864904117668848,0.3719224398761586,0.35745008949465945,0.3430812243379562,0.32882334354350173,0.31468358313379696,0.0,0.018129282102427986,0.03624147860612068,0.0543195357285016,0.07234646322189116,0.09030536589779525,0.10817947486049871,0.12595217835488698,0.14360705213497052,0.1611278892615101,0.1784987292394317,0.195703886408362,0.2127279775026016,0.22955594830016446,0.24617309928413833,0.26256511024353973,0.2787180637450345,0.2946184674113477,0.3102532749468784,0.3256099058559407,0.3406762638041453,0.35544075357870825,0.3698922966088781,0.38402034501320415,0.39781489414599275,0.4112664936209908,0.4243662567960702,0.43710586870843937,0.4494775924556541,0.4614742740234069,0.4730893455667252,0.4843168271567763,0.4951513270109325,0.5055880402290762,0.5156227460642991,0.5252518037611393,0.5344721469993012,0.543281276985386,0.5516772542395014,0.5596586891277173,0.5672247311951569,0.5743750573580585,0.581109859016387,0.5874298281515237,0.5933361424761755,0.5988304497059619,0.6039148510240968,0.6085918838122221,0.6128645037217544,0.6167360661610534,0.6202103072743534,0.6232913244886753,0.625983556704888,0.6282917642087197,0.6302210083768107,0.6317766312519032,0.6329642350599441,0.6337896617402795,0.6342589725582407,0.6343784278672764,0.6341544670853934,0.6335936889480427,0.632702832096747,0.6314887560597221
1,1.0,0.9997322570030931,0.9989294473772886,0.9975928280837187,0.9957244902828272,0.9933273536860148,0.9904051586755043,0.9869624562198522,0.9830045956201863,0.9785377101297524,0.9735687004966922,0.9681052164871099,0.9621556364524056,0.9557290450114863,0.9488352089248699,0.9414845512437339,0.9336881238227231,0.9254575782907006,0.916805135578648,0.9077435541085381,0.8982860967512177,0.8884464966651276,0.8782389221310335,0.867677940500846,0.8567784813810472,0.8455557991732122,0.8340254350956184,0.822203178810955,0.8101050297856882,0.7977471585067067,0.785145867680458,0.7723175535389009,0.7592786673752572,0.7460456774307312,0.7326350312511176,0.7190631186295245,0.705346235248332,0.6915005471299842,0.6775420560023107,0.6634865656797932,0.6493496495575684,0.635146619309998,0.6208924948803852,0.6066019758428528,0.5922894142116215,0.5779687887668693,0.5636536809601339,0.5493572524557915,0.5350922243585864,0.5208708581704969,0.5067049385134423,0.4926057576474908,0.478584101807352,0.46465023937304445,0.4508139108837687,0.4370843208971959,0.423470131689646,0.4099794587859899,0.39661986830160906,0.383398376072391,0.3703214485425726,0.35739500537427366,0.3446244237368217,0.3320145442284745,0.0,0.01812890785866657,0.036238486628275494,0.05430944888997772,0.07232259043444875,0.09025883153991238,0.10809925785945575,0.12582516078969033,0.14341807719476302,0.16085982836214507,0.17813255806951214,0.19521876964536047,0.212101361909779,0.22876366388598363,0.24518946817781517,0.2613630629133768,0.27726926216032577,0.2928934347240122,0.30822153124565055,0.3232401095239974,0.3379363579905564,0.35229811727512167,0.36631389980546925,0.37997290739218365,0.393265046756937,0.40618094296999196,0.4187119507702372,0.43085016374867163,0.44258842138388016,0.45392031392567483,0.46484018513067155,0.47534313286110813,0.48542500756564494,0.49508240866821496,0.5043126788981497,0.5131138966018014,0.5214848660826589,0.5294251060235072,0.5369348360504699,0.5440149615047873,0.5506670564938914,0.5568933452987193,0.5626966822192562,0.5680805299449697,0.5730489365411099,0.5776065111457539,0.5817583984759934,0.5855102522447437,0.5888682075923407,0.5918388526393198,0.594429199268588,0.5966466532465612,0.5984989837937748,0.5999942927159597,0.6011409832066389,0.6019477284319146,0.6024234400073225,0.6025772364754051,0.6024184118910348,0.6019564046194925,0.6012007664499074,0.600161132123886,0.5988471893760434,0.5972686495796807
2,1.0,0.9875624292792073,0.9990001632525121,0.9894817274702283,0.9963156929815327,0.9927155694773668,0.9927924427118685,0.9962449994610486,0.9895405583398164,0.9989579243515234,0.9875846806952102,0.9999995248240242,0.9875410900165613,0.9990416015252078,0.9894235213427119,0.9963859878681265,0.9926388367230682,0.9928694449128208,0.9961739178948565,0.9896000051400303,0.9989148911486152,0.9876078409318352,0.9999980993672801,0.9875206661033625,0.9990822329631743,0.989365948675125,0.9964558735923653,0.9925622559416798,0.9929465645471518,0.9961024589292683,0.989660058967156,0.9988710700891494,0.9876319065202034,0.999995723843306,0.9875011605985795,0.9991220514808423,0.9893090180904293,0.9965253396870785,0.9924858386031429,0.9930237900641986,0.9960306332671314,0.9897207108265448,0.9988264677365122,0.9876568738558112,0.9999923986079636,0.9874825764235986,0.9991610511144211,0.9892527381154006,0.9965943757479585,0.9924095961529137,0.9931011098974374,0.9959584516662253,0.9897819516339611,0.9987810907711293,0.9876827391990701,0.9999881241593853,0.9874649163617882,0.9991992260227925,0.9891971171793502,0.9966629714351187,0.9923335400102481,0.9931785124662161,0.9958859249376488,0.9898437722169441,0.0,0.0017811923160353604,-0.003419197382975929,0.004782338549561825,-0.0057610350413349705,0.006276610986799739,-0.006287620047011198,0.005793177221561272,-0.004833029992319589,0.003484363085799566,-0.0018555937142856007,7.765608653949931e-05,0.0017065241874241377,-0.0033535196614339936,0.0047309309600492375,-0.005728030156146502,0.006264662014814899,-0.0062976875465593956,0.005824451882707138,-0.004882997695974444,0.0035490070096625944,-0.0019297172386472054,0.00015530054207469962,0.0016316005119367634,-0.0032873397581182364,0.004678814923411184,-0.005694167509350353,0.006251774920748665,-0.006306811977603597,0.0058548543406118205,-0.0049322341765971195,0.0036131194724873137,-0.002003551787219288,0.0002329217373439989,0.0015564325113394339,-0.003220667585201404,0.004625998245404649,-0.005659452172796544,0.0062379516348269395,-0.006314991973578141,0.005884380041773906,-0.004980732059798528,0.003676690871811162,-0.002077086301391103,0.0003105080465708896,0.0014810314439986187,-0.0031535131285994594,0.00457248883674462,-0.005623889346070729,0.006223194227520387,-0.006322226309397189,0.005913024564033633,-0.0050284840818346915,0.0037397116862256663,-0.002150309767499092,0.0003880478492059102,0.0014054086031940268,-0.0030858864464751055,0.004518294711919034,-0.0055874843557150965,0.00620750490923414,-0.006328513901638246,0.0059407836172353425,-0.005075483090694911
3,1.0,0.9997712395851368,0.9990851115582101,0.9979420754634207,0.9963428968452265,0.9942886467048105,0.9917807007397139,0.9888207383671935,0.98541074153205,0.9815529932998146,0.977250076236354,0.9725048705751087,0.9673205521733476,0.9617005902589614,0.9556487449695035,0.9491690646853096,0.9422658831587091,0.934943816441478,0.9272077596128403,0.9190628833104711,0.9105146300671054,0.9015687104554961,0.8922310990446154,0.8825080301701254,0.8724059935222895,0.861931729554629,0.8510922247167595,0.839894706514977,0.8283466384042902,0.8164557145157161,0.8042298542227807,0.7916771965512887,0.778806094436531,0.7656251088322235,0.752143002675568,0.7383687347129394,0.7243114531908006,0.709980489416544,0.6953853511940568,0.6805357161388935,0.6654414248780264,0.6501124741392313,0.634559009735238,0.6187913194478563,0.6028198258173523,0.5866550788424252,0.5703077485961839,0.5537886177635973,0.5371085741059279,0.5202786028577253,0.5033097790619864,0.4862132598491401,0.46900027666554517,0.4516821274572239,0.43427016881457947,0.4167758080838732,0.3992104954512476,0.3815857160051041,0.36391298178264725,0.3462038238064161,0.3284697841166206,0.310722407805101,0.29297323505671546,0.2752337932039494,0.0,0.018130172187355863,0.03624859453973644,0.054343525328912554,0.07240323903422552,0.0904160344315725,0.10837024266464493,0.12625423529252544,0.14405643230776766,0.1617653101191052,0.17936940949296415,0.1968573434479854,0.21421780509679791,0.23143957542932778,0.24851153103196932,0.2654226517369974,0.28216202819665204,0.29871886937638437,0.31508250996181864,0.33124241767404494,0.34718820048793664,0.36290961374825353,0.3783965671783756,0.39363913177659277,0.4086275465949635,0.42335222539584516,0.4378037631812939,0.4519729425906284,0.4658507401615559,0.47942833245036,0.4926971020067622,0.5056486431991786,0.5182747678862081,0.5305675109303063,0.542519135549724,0.554122138504907,0.5653692551156873,0.5762534641057196,0.586767992270756,0.5969063189674787,0.6066621804197563,0.6160295738393213,0.6250027613580144,0.6335762737688786,0.6417449140735407,0.649503760833457,0.6568481713227522,0.6637737844805365,0.6702765236607301,0.6763525991775857,0.6819985106452473,0.6872110491098505,0.6919872989728131,0.6963246397041366,0.7002207473446873,0.7036735957965922,0.7066814579010409,0.7092429063029482,0.7113568141020887,0.7130223552904797,0.7142390049759465,0.7150065393919658,0.7153250356940424,0.7151948715430355
4,1.0,0.9974019942354218,0.9933304000670449,0.9936189983488605,0.9978542854097127,0.9999679411892904,0.9969315193097159,0.9930956055862531,0.993956297887921,0.9982803961269585,0.9998723315710428,0.9964511788349476,0.9929187661753803,0.9943363350807972,0.998672792563549,0.9997148615653786,0.9959694654406884,0.9928030084321656,0.9947523907035645,0.9990245369792314,0.9994983153112771,0.9954948960302736,0.9927503790035661,0.9951971087106612,0.9993294103794269,0.9992265214417583,0.9950358611981803,0.9927618084001414,0.9956626262930405,0.9995820224698022,0.9989042853919426,0.9946004768806007,0.9928370945442268,0.9961407128961212,0.9997779069590516,0.9985373044368177,0.9941964408620994,0.9929749063427735,0.9966229157396457,0.9999136005248881,0.9981320669608779,0.9938308966753813,0.9931728072216831,0.9971007092665808,0.9999867040470993,0.9976957377405977,0.9935103073004796,0.9934272982055392,0.9975656458787446,0.99999592502503,0.9972360312679959,0.9932403408964227,0.9937338797810669,0.9980095052940802,0.9999411004295392,0.9967610753549863,0.9930257705856944,0.9940871314505476,0.9984244398848767,0.999823199585396,0.9962792674300526,0.9928703900633392,0.9944808075686452,0.9988031134272906,0.0,-0.003477580033348114,-0.001972482771736621,0.002358788157921027,0.003310386991349703,-0.0004811372488536543,-0.0035832879506358067,-0.001551303034363494,0.0027033891448529205,0.003084664870754178,-0.0009537677808570449,-0.0036256417811626877,-0.0011026955877327315,0.0030001930366113636,0.002804404537532765,-0.0014095352816825152,-0.0036038926910169286,-0.0006345920077127557,0.0032439522109788204,0.0024745611172319387,-0.001840381582863509,-0.003518425214134556,-0.00015526857033156465,0.0034303568997213203,0.0021009663861521212,-0.0022386891337803543,-0.003370750453559966,0.00032680007645240964,0.003556111387191113,0.001690225662950828,-0.0025974156833247827,-0.0031634793644623317,0.0008030907482823868,0.003618992280026698,0.0012496010236731992,-0.0029102187900109677,-0.0029002765912762036,0.0012651824180783286,0.003617887817715804,0.0007868829050206803,-0.003171567959138404,-0.0025857956751470256,0.0017049051035232451,0.0035528175289933493,0.0003102523659701185,-0.0033768424243718217,-0.0022255967772430055,0.0021144843159638903,0.0034249318865407184,-0.0001718635569804847,-0.0035224128449156764,-0.0018260483726223172,0.0024866785168032733,0.0032364919660918543,-0.0006509408435550752,-0.0036057054738414937,-0.0013942146527532423,0.0028149071510953903,0.002990829469582893,-0.00111850919815502,-0.003625247663043032,-0.0009377306274607655,0.0030933669946511485,0.0026922878191543245
5,1.0,0.999760246450291,0.999041208488533,0.9978435538120239,0.9961683940345827,0.9940172828675824,0.9913922135804896,0.98829561574797,0.9847303512925923,0.9806997098341028,0.9762074033581494,0.9712575602191758,0.9658547184940186,0.9600038187044728,0.9537101959287614,0.9469795713234624,0.9398180430789501,0.9322320768328626,0.9242284955674551,0.9158144690179578,0.9069975026202219,0.897785426026996,0.8881863812231376,0.878208810270908,0.8678614427172433,0.857153282695518,0.8460935957548361,0.8346918954502736,0.8229579297277887,0.8109016671376719,0.7985332829104632,0.7858631449291927,0.7729017996316184,0.7596599578758448,0.7461484808022919,0.7323783657244709,0.7183607320804034,0.704106807475789,0.6896279138492054,0.6749354537887012,0.6600408970281314,0.6449557671504828,0.6296916285242595,0.6142600734977369,0.5986727098745664,0.5829411486928187,0.5670769923281013,0.5510918229398766,0.5349971912785609,0.5188046058693846,0.5025255225873742,0.4861713346361632,0.46975336294166403,0.45328284696995164,0.4367709359770185,0.4202286806963666,0.4036670254687261,0.3870968008165163,0.37052871646401836,0.3539733548026127,0.33744116479884134,0.32094245634151375,0.3044873950225696,0.28808599734496254,0.0,0.01812983136275343,0.03624586965399625,0.05433433845777494,0.07238149463262682,0.09037364485738762,0.10829716206760971,0.126138501746686,0.14388421803625218,0.16152097963102863,0.17903558542397208,0.1964149798684182,0.21364626802482192,0.2307167302607278,0.24761383657372693,0.2643252605083821,0.28083889263941103,0.29714285359481757,0.31322550659413795,0.3290754694785213,0.3446816262109839,0.36003313782686147,0.3751194528162201,0.38993031692177677,0.40445578233770896,0.4186862162965991,0.43261230903365433,0.4462250811192564,0.45951589015282324,0.4724764368129043,0.4850987702603607,0.49737529289341326,0.5092987644552487,0.520862305496769,0.5320594001989242,0.5428838985608997,0.5533300179622063,0.563392344108459,0.5730658313723065,0.582345802542591,0.5912279479963725,0.599708324309924,0.6077833523262148,0.6154498146977087,0.6227048529245489,0.629545963909338,0.6359709960507747,0.6419781448993622,0.647565948399259,0.6527332817410914,0.6574793518512012,0.6618036915433392,0.6657061533592579,0.6691869031249827,0.6722464132497672,0.6748854557948525,0.6771050953391633,0.6789066816689778,0.6802918423184107,0.6812624749872527,0.6818207398623112,0.6819690518679007,0.6817100728705527,0.6810467038623326
6,1.0,0.9997632569122477,0.9990532302097797,0.9978705273024104,0.9962161596319155,0.994091541312224,0.9914984872298023,0.9884392106083332,0.9849163200429532,0.9809328160104309,0.9764920868628049,0.9715979043130877,0.9662544184227215,0.9604661521015111,0.954237995131776,0.9475751977294511,0.9404833636558013,0.9329684428943325,0.9250367239083346,0.9166948254953314,0.9079496882554691,0.89880856569162,0.8892790149596486,0.8793688872879133,0.8690863180856586,0.8584397167604636,0.84743775626538,0.8360893623968039,0.8244037028644643,0.812390176155213,0.800058400212524,0.7874182009537851,0.77447960064758,0.7612528061732057,0.7477481971846688,0.7339763142013386,0.7199478466473073,0.7056736208613329,0.6911645880989946,0.6764318125484068,0.6614864593804799,0.6463397828543255,0.6310031144979449,0.6154878513838419,0.5998054445186547,0.5839673873653026,0.5679852045155104,0.551870440529894,0.5356346489620744,0.5192893815825324,0.5028461778171359,0.4863165544144469,0.46971199535507807,0.4530439420154971,0.43632378359778123,0.41956284783592124,0.40277239198834114,0.3859635941253629,0.36914754471939676,0.3523352385446791,0.3355375668924216,0.3187653101062737,0.30202913044204305,0.2853395652546641,0.0,0.018129923977203574,0.03624661002140094,0.05433683411683987,0.07238740005813989,0.09038515329519957,0.10831699470594175,0.12616989427312933,0.14393090464172958,0.16158717453360766,0.17912596199669537,0.19653464746620034,0.2138007466158988,0.23091192297808752,0.24785600031135538,0.2646209746959732,0.28119502633738463,0.2975665310590195,0.313724071466424,0.32965644776553066,0.3453526882187481,0.36080205922345493,0.37599407499841464,0.3909185068645959,0.405565392107881,0.4199250424121662,0.4339880518524031,0.44774530443819877,0.4611879811996714,0.47430756680835817,0.48709585572707437,0.4995449578837407,0.5116473038653104,0.5233956496290435,0.5347830807294977,0.5458030160607036,0.556449211114101,0.5667157607538932,0.5765971015125522,0.5860880134102551,0.5951836213030683,0.6038793957656992,0.6121711535156126,0.6200550573862623,0.6275276158581,0.6345856821569067,0.6412264529298337,0.6474474665103481,0.6532466007840314,0.6586220706679055,0.6635724252166298,0.6680965443695378,0.6721936353530581,0.6758632287535944,0.6791051742764105,0.6819196362064933,0.6843070885877366,0.6862683101371049,0.6878043789107038,0.6889166667388876,0.6896068334476971,0.689876820884015,0.6897288467618837,0.6891653983474125
7,1.0,0.9997619051096244,0.9990478323971123,0.9978584174359557,0.9961947185081204,0.994058215095547,0.9914508057728204,0.9883748055055553,0.984832942360325,0.9808283536332325,0.976364581405456,0.9714455675353365,0.9660756480977583,0.9602595472827584,0.9540023707664245,0.9473095985682487,0.9401870774101756,0.9326410125935957,0.9246779594115284,0.916304814114173,0.9075288044468868,0.8983574797805017,0.8887987008546652,0.8788606291556301,0.8685517159505924,0.8578806910012912,0.8468565509801526,0.8354885476127469,0.823786175570773,0.8117591601401568,0.7994174446891577,0.7867711779616292,0.7738307012207573,0.7606065352687185,0.7471093673677539,0.7333500380881426,0.7193395281084771,0.7050889449935103,0.6906095099746312,0.6759125447577672,0.661009458383177,0.6459117341612155,0.6306309167076976,0.6151785991019924,0.5995664101904111,0.5838060020568403,0.5679090376819078,0.5518871788112498,0.5357520740526859,0.5195153472212974,0.5031885859505569,0.48678333058676054,0.4703110633830884,0.4537831980086546,0.43721106938691184,0.4206059238767527,0.4039789098085991,0.38734106838669985,0.3707033249677656,0.3540764807249598,0.3374712047051479,0.3208980262861733,0.30436732803979394,0.28788933900477315,0.0,0.018129879135500314,0.03624625151093988,0.05433562539871879,0.07238453910911287,0.09037957594166292,0.10830737905569107,0.1261546662332957,0.14390824450843903,0.16155502463607072,0.1790820353756211,0.19647643756365263,0.21372553795097338,0.23081680278009087,0.24773787107951836,0.2644765676521353,0.2810209157355471,0.2973591493131879,0.3134797250557534,0.32937133387344875,0.3450229120604755,0.36042365201416177,0.37556301251216784,0.39043072853225286,0.4050168206001884,0.4193116036525258,0.43330569540208014,0.44699002419517153,0.4603558363508631,0.4733947029736577,0.4860985262323427,0.4984595450989246,0.5104703405428438,0.5221238401769186,0.5334133223527316,0.5443324197044255,0.5548751221411268,0.5650357792894666,0.5748091023888899,0.58419016564367,0.5931744070367352,0.6017576286115945,0.6099359962298013,0.61770603881251,0.6250646470757805,0.6320090717703403,0.6385369214375324,0.6446461596941653,0.6503351020599174,0.6556024123418489,0.660447098591422,0.6648685086502312,0.6688663253014032,0.672440561044318,0.675591552510955,0.6783199545427542,0.680626733947419,0.6825131629555647,0.6839808123975293,0.6850315446210276,0.6856675061706251,0.6858911202502436,0.6857050789900893,0.685112335539512
8,1.0,0.9997721449428085,0.9990887287367543,0.9979501981782154,0.99635729759395,0.9943110683405271,0.9918128481040123,0.9888642700003898,0.9854672614773359,0.9816240430180996,0.9773371266483832,0.9726093142472446,0.9674436956631811,0.9618436466366942,0.9558128265307558,0.9493551758707358,0.9424749136954835,0.9351765347213786,0.9274648063213004,0.9193447653205861,0.9108217146121839,0.9019012195933197,0.8925891044261232,0.8828914481247825,0.8728145804719116,0.8623650777669306,0.8515497584093795,0.8403756783201938,0.8288501262040817,0.8169806186562562,0.8047748951168727,0.7922409126766385,0.7793868407371483,0.7662210555296143,0.7527521344957409,0.7389888505345998,0.7249401661194468,0.7106152272885082,0.6960233575138591,0.6811740514525861,0.666076968584519,0.6507419267408846,0.6351788955283132,0.6193979896526974,0.6034094621474743,0.5872236975109589,0.5708512047574285,0.5543026103867019,0.5375886512770293,0.5207201675061416,0.5037080951053701,0.4865634587517831,0.46929736440333475,0.4519209918820477,0.4344455874102998,0.41688245610530084,0.3992429544368843,0.3815384826537553,0.3637804771833579,0.3459804030105416,0.3281497460402198,0.3103000054492198,0.29244268603253326,0.27458929054917275,0.0,0.018130197140550964,0.03624879408454282,0.054344198338535994,0.07240483281009194,0.09041914349518196,0.1083756071498962,0.1262627389412366,0.14406910007179152,0.1617833053731093,0.17939403086260727,0.19689002125888125,0.21426009745030578,0.23149316391185137,0.24857821606507804,0.2655043475763052,0.28226075758800084,0.2988367578784787,0.3152217799450422,0.33140538200576736,0.34737725591517177,0.36312723398907804,0.3786452957340433,0.39392157447679016,0.40894636388914574,0.42371012440406863,0.43820348951841587,0.45241727197818377,0.4663424698420358,0.47997027241901674,0.49329206607643616,0.5062994399139996,0.5189841913003529,0.5313383312683027,0.543354089765076,0.5550239207540777,0.5663405071647115,0.5772967656869321,0.5878858514073061,0.5981011622834673,0.6079363434539641,0.6173852913806104,0.6264421578205671,0.6351013536255017,0.6433575523652855,0.6512056937738196,0.6586409870146946,0.6656589137645179,0.6722552311118685,0.678425974269964,0.6841674591012545,0.6894762844522894,0.6943493342973289,0.6987837796893119,0.7027770805169159,0.7063269870665848,0.7094315413885308,0.7120890784658561,0.7142982271860674,0.7160579111144046,0.7173673490685277,0.7182260554942536,0.7186338406421641,0.7185908105450498
9,1.0,0.9997705444014751,0.9990823337732848,0.9979358365034249,0.9963318328581197,0.9942714144114861,0.9917559832476844,0.9887872509361887,0.9853672372809765,0.9814982688446199,0.9771829772484325,0.9724242972500101,0.9672254645996649,0.961590013677438,0.9555217749125412,0.9490248719872441,0.9421037188274034,0.9347630163819864,0.9270077491941086,0.9188431817662696,0.9102748547226338,0.9013085807713499,0.8919504404700692,0.8822067777979745,0.872084195537771,0.8615895504712511,0.8507299483921777,0.8395127389403813,0.8279455102610918,0.8160360834936735,0.8037925070940525,0.7912230509952544,0.7783362006105986,0.7651406506842112,0.7516452989936315,0.7378592399094065,0.7237917578166678,0.7094523204037937,0.6948505718233565,0.67999632573065,0.6648995582051829,0.6495704005606118,0.6340191320486651,0.6182561724626893,0.6022920746465203,0.5861375169144515,0.5698032953881275,0.5533003162562609,0.5366395879631106,0.5198322133317181,0.5028893816279354,0.4858223605713203,0.46864248829900523,0.45136116528867753,0.4339898462468287,0.4165400319684517,0.39902326117437714,0.3814511023324472,0.3638351454687299,0.34618699397497543,0.32851825641850757,0.3108405383607319,0.29316543419042734,0.27550451897796313,0.0,0.018130153632529847,0.03624844615379676,0.05434302482253589,0.07240205363114154,0.09041372165665902,0.10836625139278594,0.1262479070565763,0.14404700286356226,0.16175191126503277,0.17935107114124052,0.1968329959443432,0.2141862817849264,0.2313996154560016,0.24846178238842231,0.26536167453171905,0.2820882981544115,0.29863078155792483,0.3149783826983038,0.33112049670999694,0.3470466633260572,0.3627465741891955,0.3782100800482065,0.39342719783438307,0.4083881176126287,0.42308320940208327,0.43750302986117906,0.4516383288321553,0.46548005574017315,0.4790193658422893,0.49224762632166946,0.5051564222225445,0.5177375622215444,0.5299830842311749,0.5418852608313337,0.5534366045249106,0.5646298728136446,0.5754580730905674,0.5859144673455022,0.5959925766802395,0.6056861856301639,0.6149893462892608,0.6238963822355899,0.6324018922544685,0.6405007538567765,0.6481881265899481,0.6554594551393913,0.6623104722182345,0.668737201243473,0.674735958796756,0.6803033568682255,0.6854363048819915,0.6901320115019992,0.6943879862172204,0.6982020407052708,0.7015722899737362,0.704497153278657,0.7069753548198078,0.7090059242125677,0.7105881967363727,0.7117218133598923,0.7124067205432719,0.7126431698179357,0.7124317171446312
